Animal,Peso,Sexo,Idade,Raça,FC,FR,PAS,T°C,Oximetria,Hematócrito,Arquivo
DODÓ,"3,900",Fêmea,"5 anos, 3 meses, 2 dias
Pelagem",Spitz Alemão(Lulu da pomerania),132 ,32 ,120,,,,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA (4)-1.pdf
DODÓ,"3,900",Fêmea,"6 anos, 21 dias
Pelagem",Spitz Alemão(Lulu da pomerania),120 ,,160 ,,,,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA (4)-2.pdf
DODÓ,"4,000",Fêmea,"5 anos, 3 meses, 1 dia
Pelagem",Spitz Alemão(Lulu da pomerania),148,32,110,,,,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA (4).pdf
DODÓ,"4,000",Fêmea,"5 anos, 2 meses, 30 dias
Pelagem",Spitz Alemão(Lulu da pomerania),,,,,100,,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA-1.pdf
DODÓ,"3,900",Fêmea,"6 anos, 13 dias
Pelagem",Spitz Alemão(Lulu da pomerania),128-108 ,24 - 24 ,130 - 130 ,,,,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA-2.pdf
DODÓ,"3,900",Fêmea,"6 anos, 14 dias
Pelagem",Spitz Alemão(Lulu da pomerania),120 - 124  ,36 - 28  ,130 - 130 ,,,,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA-3.pdf
DODÓ,"3,900",Fêmea,"6 anos, 21 dias
Pelagem",Spitz Alemão(Lulu da pomerania),76 ,,120 ,,,,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA-4.pdf
DODÓ,"3,900",Fêmea,"6 anos, 22 dias
Pelagem",Spitz Alemão(Lulu da pomerania),152 ,,150 ,,,,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA-5.pdf
DODÓ,"3,850",Fêmea,"5 anos, 2 meses, 21 dias
Pelagem",Spitz Alemão(Lulu da pomerania),128 - 120 ,,140 - 120 ,,,41,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA.pdf
DORIS,"31,200",Fêmea,"11 anos, 8 meses, 30 dias
Pelagem",Golden retriever,120 - 172 - 168 ,,110 - 90 - 100 - 90 - 80 ,,,,____ Evolução Clínica do Paciente ____ - DORIS - PATRICIA (1).pdf
DORIS,"31,200",Fêmea,"11 anos, 9 meses
Pelagem",Golden retriever,124 - 120 ,,90 - 100 - 110 - 120 ,,,,____ Evolução Clínica do Paciente ____ - DORIS - PATRICIA-1.pdf
DORIS,"31,200",Fêmea,"11 anos, 9 meses
Pelagem",Golden retriever,98 ,,90 ,,,,____ Evolução Clínica do Paciente ____ - DORIS - PATRICIA-2.pdf
DORIS,"31,200",Fêmea,"11 anos, 8 meses, 30 dias
Pelagem",Golden retriever,152 - 128,44 - 40,,,,,____ Evolução Clínica do Paciente ____ - DORIS - PATRICIA.pdf
DUQUE,"26,700",Macho,"12 anos, 2 dias
Pelagem",SEM RAÇA DEFINIDA,80 - 100 ,28 - 24 ,140 - 150 ,,95,,____ Evolução Clínica do Paciente ____ - DUQUE - ARMANDO-1.pdf
DUQUE,"27,200",Macho,"12 anos, 1 dia
Pelagem",SEM RAÇA DEFINIDA,112 - 92,28 - 20,140 - 180 - 130 - 140 ,,,,____ Evolução Clínica do Paciente ____ - DUQUE - ARMANDO.pdf
FRED,"7,380",Macho,"8 anos, 2 meses, 27 dias
Pelagem",Cavalier king charles spaniel,116 -120  ,24 - 28   ,120 - 110 - 100 ,,95,33,____ Evolução Clínica do Paciente ____ - FRED - ANA (1).pdf
FRED,"6,900",Macho,"8 anos, 2 meses, 29 dias
Pelagem",Cavalier king charles spaniel,112 - 112 - 130,32 - 28,96 - 110 - 100 - 120 - 130 ,,,,____ Evolução Clínica do Paciente ____ - FRED - ANA (2).pdf
FRED,"6,600",Macho,"8 anos, 3 meses
Pelagem",Cavalier king charles spaniel,120 - 128 ,28 - 24 ,120 - 110 ,,,,____ Evolução Clínica do Paciente ____ - FRED - ANA (3).pdf
FRED,"6,850",Macho,"8 anos, 3 meses
Pelagem",Cavalier king charles spaniel,72-80-88 ,28-32-32 ,140-120 - 100 ,,,,____ Evolução Clínica do Paciente ____ - FRED - ANA (4).pdf
FRED,"6,850",Macho,"8 anos, 3 meses, 1 dia
Pelagem",Cavalier king charles spaniel,108 , ,110 ,,,,____ Evolução Clínica do Paciente ____ - FRED - ANA (5).pdf
FRED,"6,850",Macho,"8 anos, 3 meses, 1 dia
Pelagem",Cavalier king charles spaniel,84 - 92 ,24 - 32 ,110 - 110 ,,97,,____ Evolução Clínica do Paciente ____ - FRED - ANA (6).pdf
FRED,"7,380",Macho,"8 anos, 2 meses, 28 dias
Pelagem",Cavalier king charles spaniel,112 -  116 ,32 - 32 ,110 - 120,,,,____ Evolução Clínica do Paciente ____ - FRED - ANA (7).pdf
FRED,"7,380",Macho,"8 anos, 2 meses, 26 dias
Pelagem",Cavalier king charles spaniel,120 -140-128 ,28-24-24 ,130-130-110  ,,,,____ Evolução Clínica do Paciente ____ - FRED - ANA-1.pdf
FRED,"7,380",Macho,"8 anos, 2 meses, 27 dias
Pelagem",Cavalier king charles spaniel,140 - 112 -104 ,40 - 24 - 36 ,120 - 120 - 110 ,,,33,____ Evolução Clínica do Paciente ____ - FRED - ANA-2.pdf
FRED,"6,600",Macho,"8 anos, 2 meses, 30 dias
Pelagem",Cavalier king charles spaniel,88 - 80 ,24 - 24 ,120 - 110  ,,97,,____ Evolução Clínica do Paciente ____ - FRED - ANA-3.pdf
FRED,"6,600",Macho,"8 anos, 2 meses, 30 dias
Pelagem",Cavalier king charles spaniel,112 - 76 - 120 ,22 - 24 - 24 ,110 - 120 - 110 ,,,,____ Evolução Clínica do Paciente ____ - FRED - ANA-4.pdf
FRED,"6,400",Macho,"8 anos, 3 meses, 3 dias
Pelagem",Cavalier king charles spaniel,100 - 160 ,36 ,110 - 30 - 60 - 40 ,,,34,____ Evolução Clínica do Paciente ____ - FRED - ANA-5.pdf
GALAK,"43,000",Macho,"10 anos, 1 mês, 14 dias
Pelagem",Labrador retriever,131 ,34 ,110 ,,,25,____ Evolução Clínica do Paciente ____ - GALAK - ANDRE-1.pdf
GALAK,"43,000",Macho,"10 anos, 1 mês, 14 dias
Pelagem",Labrador retriever,104 - 144 - 128 ,,100 - 120 -  140,,,,____ Evolução Clínica do Paciente ____ - GALAK - ANDRE.pdf
HOLLY,"25,800",Fêmea,"13 anos, 12 dias
Pelagem",Shar-pei,116 ,40,140,,,,____ Evolução Clínica do Paciente ____ - HOLLY - Julia (1).pdf
HOLLY,"25,800",Fêmea,"13 anos, 12 dias
Pelagem",Shar-pei,104 - 112 ,52 - 44 ,,,,,____ Evolução Clínica do Paciente ____ - HOLLY - Julia.pdf
HORUS,"9,000",Macho,"10 anos, 10 meses, 24 dias
Pelagem",Pug,112 - 92 - 80  ,28 - 36 - 32  ,130 - 130 - 140 ,,100,,____ Evolução Clínica do Paciente ____ - HORUS - STEPHANIE (1)-1.pdf
HORUS,"9,000",Macho,"10 anos, 10 meses, 21 dias
Pelagem",Pug,116 - 104 ,28 - 32 ,140 - 140 ,,,23,____ Evolução Clínica do Paciente ____ - HORUS - STEPHANIE (1).pdf
HORUS,"9,000",Macho,"10 anos, 10 meses, 23 dias
Pelagem",Pug,108 - 136,,120 - 120,,,,____ Evolução Clínica do Paciente ____ - HORUS - STEPHANIE (3)-1.pdf
HORUS,"9,000",Macho,"10 anos, 10 meses, 22 dias
Pelagem",Pug,104 - 112 ,32 - 36 ,140 - 140 ,,,25,____ Evolução Clínica do Paciente ____ - HORUS - STEPHANIE (3).pdf
HORUS,"9,000",Macho,"10 anos, 10 meses, 25 dias
Pelagem",Pug,84 - 100 ,,140 - 140 ,,,34,____ Evolução Clínica do Paciente ____ - HORUS - STEPHANIE (4).pdf
HORUS,"9,000",Macho,"10 anos, 10 meses, 20 dias
Pelagem",Pug,104 - 112 ,32 - 40 ,130 - 130 - 160 ,,98,20,____ Evolução Clínica do Paciente ____ - HORUS - STEPHANIE-1.pdf
HORUS,"9,000",Macho,"10 anos, 10 meses, 23 dias
Pelagem",Pug,120 - 112 - 104 ,24 - 28 - 30 ,130 - 130 - 150 ,,97,,____ Evolução Clínica do Paciente ____ - HORUS - STEPHANIE-2.pdf
HORUS,"9,000",Macho,"10 anos, 10 meses, 24 dias
Pelagem",Pug,112 - 128,24 - 32,130 - 120,,97,,____ Evolução Clínica do Paciente ____ - HORUS - STEPHANIE-3.pdf
HORUS,"9,000",Macho,"10 anos, 10 meses, 19 dias
Pelagem",Pug,112 - 88 - 120 ,36 - 32 - 40 ,130 - 130 - 160 ,,97,,____ Evolução Clínica do Paciente ____ - HORUS - STEPHANIE.pdf
IPA,"5,600",Fêmea,"11 meses, 18 dias
Pelagem",Bulldog francês,92 ,36  ,130 ,,100,,____ Evolução Clínica do Paciente ____ - IPA - MAIRA-1.pdf
IPA,"5,600",Fêmea,"11 meses, 18 dias
Pelagem",Bulldog francês,132 - 108  ,20 - 20 ,130 - 130 ,,,,____ Evolução Clínica do Paciente ____ - IPA - MAIRA.pdf
JOAQUIM,"13,900",Macho,"10 anos, 9 meses, 12 dias
Pelagem",Maltês,160 - 136 - 136  ,,150 - 130 - 200 ,,98,44,____ Evolução Clínica do Paciente ____ - JOAQUIM - Matheus (1).pdf
JOAQUIM,"13,900",Macho,"10 anos, 9 meses, 13 dias
Pelagem",Maltês,,,,,97,,____ Evolução Clínica do Paciente ____ - JOAQUIM - Matheus-1.pdf
JOAQUIM,"13,900",Macho,"10 anos, 9 meses, 13 dias
Pelagem",Maltês,110 - 100 ,29 - 24 ,,,97,,____ Evolução Clínica do Paciente ____ - JOAQUIM - Matheus-2.pdf
JOAQUIM,"13,900",Macho,"10 anos, 9 meses, 12 dias
Pelagem",Maltês,136 - 176 -   137 ,,200 - 210  - 160 - 150 ,,98,,____ Evolução Clínica do Paciente ____ - JOAQUIM - Matheus.pdf
JUBA,"33,500",Fêmea,"10 anos, 8 meses, 7 dias
Pelagem",Chow chow,112 - 164 ,,110 - 140 ,,96,,____ Evolução Clínica do Paciente ____ - JUBA - DESIREE (3).pdf
JUBA,"33,500",Fêmea,"10 anos, 8 meses, 9 dias
Pelagem",Chow chow,112 - 108 ,32 -28 ,120 - 120 ,,,,____ Evolução Clínica do Paciente ____ - JUBA - DESIREE (4).pdf
JUBA,"33,500",Fêmea,"10 anos, 8 meses, 12 dias
Pelagem",Chow chow,120 - 140 - 140 ,,,,,,____ Evolução Clínica do Paciente ____ - JUBA - DESIREE (7).pdf
JUBA,"33,500",Fêmea,"10 anos, 8 meses, 7 dias
Pelagem",Chow chow,116 - 120 ,,120 - 120 ,38.1 - 38.1,,,____ Evolução Clínica do Paciente ____ - JUBA - DESIREE-1.pdf
JUBA,"33,500",Fêmea,"10 anos, 8 meses, 8 dias
Pelagem",Chow chow,140 - 140 - 108 ,,100 - 110 - 100,,,,____ Evolução Clínica do Paciente ____ - JUBA - DESIREE-2.pdf
JUBA,"33,500",Fêmea,"10 anos, 8 meses, 9 dias
Pelagem",Chow chow,112 - 108 ,32 -28 ,120 - 120 ,,,,____ Evolução Clínica do Paciente ____ - JUBA - DESIREE-3.pdf
JUBA,"33,500",Fêmea,"10 anos, 8 meses, 11 dias
Pelagem",Chow chow,124 - 128 ,36 - 28 ,120 - 120 ,,,,____ Evolução Clínica do Paciente ____ - JUBA - DESIREE-4.pdf
JUBA,"33,500",Fêmea,"10 anos, 8 meses, 12 dias
Pelagem",Chow chow,132 - 132,28 - 32,140 - 150,,,,____ Evolução Clínica do Paciente ____ - JUBA - DESIREE-5.pdf
JUBA,"33,500",Fêmea,"10 anos, 8 meses, 6 dias
Pelagem",Chow chow,106 - 106 - 92 ,,120 - 140 - 120 ,,97,,____ Evolução Clínica do Paciente ____ - JUBA - DESIREE.pdf
JUDY,"40,000",Fêmea,"12 anos, 4 meses, 21 dias
Pelagem",Labrador retriever,100-96- 96 ,28-36-36 ,130-200-180-140 ,,,,____ Evolução Clínica do Paciente ____ - JUDY - Silvia (1).pdf
JUDY,"40,000",Fêmea,"12 anos, 4 meses, 24 dias
Pelagem",Labrador retriever,92-100 ,,190-200 ,,,35,____ Evolução Clínica do Paciente ____ - JUDY - Silvia (2).pdf
JUDY,"40,000",Fêmea,"12 anos, 4 meses, 24 dias
Pelagem",Labrador retriever,116 - 120  ,40 - 20 ,150 - 120 - 130  ,,,,____ Evolução Clínica do Paciente ____ - JUDY - Silvia (3).pdf
JUDY,"40,000",Fêmea,"12 anos, 4 meses, 22 dias
Pelagem",Labrador retriever,112 - 108 - 110  ,36 - 40 - 40  ,140 - 150 - 120 ,,,,____ Evolução Clínica do Paciente ____ - JUDY - Silvia-1.pdf
JUDY,"40,000",Fêmea,"12 anos, 4 meses, 23 dias
Pelagem",Labrador retriever,80 - 112 -  88 ,,140 - 150 - 150 ,,,,____ Evolução Clínica do Paciente ____ - JUDY - Silvia-2.pdf
JUDY,"40,000",Fêmea,"12 anos, 4 meses, 21 dias
Pelagem",Labrador retriever,100 - 108 ,,,37.6 - 38.5 ,,,____ Evolução Clínica do Paciente ____ - JUDY - Silvia.pdf
JULIE,"40,000",Fêmea,"7 anos, 4 meses, 14 dias
Pelagem",Labrador retriever,132 ,40 ,140 ,,,,____ Evolução Clínica do Paciente ____ - JULIE - ELIANA (1).pdf
JULIE,"40,000",Fêmea,"7 anos, 4 meses, 14 dias
Pelagem",Labrador retriever,140 - 132 ,,150 - 160 ,,97,39,____ Evolução Clínica do Paciente ____ - JULIE - ELIANA (2).pdf
JULIE,"40,000",Fêmea,"7 anos, 4 meses, 13 dias
Pelagem",Labrador retriever,132 ,40 ,140 ,,,,____ Evolução Clínica do Paciente ____ - JULIE - ELIANA-1.pdf
JULIE,"40,000",Fêmea,"7 anos, 4 meses, 13 dias
Pelagem",Labrador retriever,64 - 134,,120 - 170,,,39,____ Evolução Clínica do Paciente ____ - JULIE - ELIANA.pdf
JULIE,"2,800",Fêmea,"12 anos, 8 meses, 10 dias
Pelagem",Yorkshire terrier,80-104-116 ,24-24-32 ,130-140-130 ,,100,,____ Evolução Clínica do Paciente ____ - JULIE - Samara.pdf
Kate,"4,900",Fêmea,"11 anos, 3 meses, 19 dias
Pelagem",Shih-Tzu,112 ,,130 ,,,,____ Evolução Clínica do Paciente ____ - Kate - 27.06.pdf
Kate,"4,900",Fêmea,"11 anos, 3 meses, 20 dias
Pelagem",Shih-Tzu,128 - 120 ,32-28,210-140,,98,,____ Evolução Clínica do Paciente ____ - Kate - Patricia (3).pdf
Kate,"5,000",Fêmea,"11 anos, 3 meses, 20 dias
Pelagem",Shih-Tzu,132 ,32 ,120 ,,99,,____ Evolução Clínica do Paciente ____ - Kate - Patricia (4).pdf
Kate,"4,900",Fêmea,"11 anos, 3 meses, 19 dias
Pelagem",Shih-Tzu,132 - 108 ,,120 - 130 ,,,39,____ Evolução Clínica do Paciente ____ - Kate - Patricia.pdf
KIARA,"22,600",Fêmea,"14 anos, 1 dia
Pelagem",SEM RAÇA DEFINIDA,120 - 92 ,28 - 28,110 - 120 ,37.1 - 37.8 ,98,,____ Evolução Clínica do Paciente ____ - KIARA - JADE.pdf
LARI,"20,000",Fêmea,"10 anos, 7 meses, 10 dias
Pelagem",SEM RAÇA DEFINIDA,,,,,98,,____ Evolução Clínica do Paciente ____ - LARI - Laura (1)-1.pdf
LARI,"22,200",Fêmea,"10 anos, 1 mês, 8 dias
Pelagem",SEM RAÇA DEFINIDA,92,44,140,,98,,____ Evolução Clínica do Paciente ____ - LARI - Laura (1).pdf
LARI,"22,200",Fêmea,"10 anos, 1 mês, 10 dias
Pelagem",SEM RAÇA DEFINIDA,168 - 100 ,,160 - 130 ,,95,,____ Evolução Clínica do Paciente ____ - LARI - Laura (2)-1.pdf
LARI,"20,000",Fêmea,"10 anos, 7 meses, 11 dias
Pelagem",SEM RAÇA DEFINIDA,128 - 132 ,,140 - 170 ,,,34,____ Evolução Clínica do Paciente ____ - LARI - Laura (2)-2.pdf
LARI,"22,200",Fêmea,"10 anos, 1 mês, 8 dias
Pelagem",SEM RAÇA DEFINIDA,112-150-92 ,,,,,,____ Evolução Clínica do Paciente ____ - LARI - Laura (2).pdf
LARI,"22,200",Fêmea,"10 anos, 1 mês, 10 dias
Pelagem",SEM RAÇA DEFINIDA,108,28,140,,100,,____ Evolução Clínica do Paciente ____ - LARI - Laura (3).pdf
LARI,"20,000",Fêmea,"10 anos, 7 meses, 10 dias
Pelagem",SEM RAÇA DEFINIDA,117 - 112 ,40 - 44 ,150 - 120 ,,,33,____ Evolução Clínica do Paciente ____ - LARI - Laura-1.pdf
LARI,"20,000",Fêmea,"10 anos, 7 meses, 11 dias
Pelagem",SEM RAÇA DEFINIDA,128 - 136 - 100 ,,160 - 140 - 120 ,,,,____ Evolução Clínica do Paciente ____ - LARI - Laura-2.pdf
LARI,"22,200",Fêmea,"10 anos, 1 mês, 8 dias
Pelagem",SEM RAÇA DEFINIDA,72,32,120,,98,,____ Evolução Clínica do Paciente ____ - LARI - Laura.pdf
LETICIA,"17,450",Fêmea,"13 anos, 10 meses, 5 dias
Pelagem",SEM RAÇA DEFINIDA,120 - 132 - 120 - 132 - 200 - 214 - 42 - 188 - 170 - 139 - 139,,,,,,____ Evolução Clínica do Paciente ____ - LETICIA - LAURA (1).pdf
LETICIA,"17,450",Fêmea,"13 anos, 10 meses, 5 dias
Pelagem",SEM RAÇA DEFINIDA,170 - 194 - 203 - 134 - 188 - 200 ,20 - 36 - 36 - 32 - 36 - 24 - 24 ,100 - 100 - 110 - 110 - 130 ,,,,____ Evolução Clínica do Paciente ____ - LETICIA - LAURA-1.pdf
LETICIA,"17,900",Fêmea,"13 anos, 10 meses, 3 dias
Pelagem",SEM RAÇA DEFINIDA,96 - 100 ,32 - 28 ,170 - 140 ,38 - 37.5,,,____ Evolução Clínica do Paciente ____ - LETICIA - LAURA.pdf
LORY,"11,700",Fêmea,"12 anos, 9 meses, 1 dia
Pelagem",SEM RAÇA DEFINIDA,140 ,,160 ,,100,,____ Evolução Clínica do Paciente ____ - LORY - DANIELLE (1).pdf
LORY,"11,700",Fêmea,"12 anos, 9 meses, 1 dia
Pelagem",SEM RAÇA DEFINIDA,118 - 152,,200 - 180 - 140 ,,,,____ Evolução Clínica do Paciente ____ - LORY - DANIELLE (2).pdf
LORY,"11,800",Fêmea,"12 anos, 3 meses, 6 dias
Pelagem",SEM RAÇA DEFINIDA,112 ,32 ,140 ,,100,,____ Evolução Clínica do Paciente ____ - LORY - DANIELLE-1.pdf
LORY,"11,800",Fêmea,"12 anos, 3 meses, 7 dias
Pelagem",SEM RAÇA DEFINIDA,108 ,28 ,130 ,,98,,____ Evolução Clínica do Paciente ____ - LORY - DANIELLE-2.pdf
LORY,"11,700",Fêmea,"12 anos, 9 meses
Pelagem",SEM RAÇA DEFINIDA,132 - 108 - 104 ,,160 - 160 - 170,,,,____ Evolução Clínica do Paciente ____ - LORY - DANIELLE-3.pdf
LORY,"11,700",Fêmea,"12 anos, 9 meses
Pelagem",SEM RAÇA DEFINIDA,120 - 130 - 120 ,40 - 40 - 38 ,,,,,____ Evolução Clínica do Paciente ____ - LORY - DANIELLE-4.pdf
LORY,"11,800",Fêmea,"12 anos, 3 meses, 6 dias
Pelagem",SEM RAÇA DEFINIDA,116 ,32 ,180 ,,97,,____ Evolução Clínica do Paciente ____ - LORY - DANIELLE.pdf
LOUISE,"34,400",Fêmea,"8 anos, 6 meses, 13 dias
Pelagem",Golden retriever,140 - 128 - 148 ,,130 - 130 - 140,,,,____ Evolução Clínica do Paciente ____ - LOUISE - NEIVA (1).pdf
LUNA,"3,700",Fêmea,"10 anos, 6 meses, 15 dias
Pelagem",Yorkshire terrier,124 - 144 - 96  ,28 -28 - 32 ,130 - 130 - 120 ,,,47,____ Evolução Clínica do Paciente ____ - LUNA - MARINA (1).pdf
LUNA,"3,700",Fêmea,"10 anos, 6 meses, 15 dias
Pelagem",Yorkshire terrier,108-84  ,24-40 ,130-120 ,,,,____ Evolução Clínica do Paciente ____ - LUNA - MARINA (2).pdf
LUNA,"3,650",Fêmea,"10 anos, 6 meses, 14 dias
Pelagem",Yorkshire terrier,96 - 112 -  136  ,36 - 36 - 36 ,130 - 140 - 140 ,,95,,____ Evolução Clínica do Paciente ____ - LUNA - MARINA-1.pdf
LUNA,"3,650",Fêmea,"10 anos, 6 meses, 14 dias
Pelagem",Yorkshire terrier,116 - 124 ,28 - 32 ,110 - 120 ,37.1 - 38.4,95,,____ Evolução Clínica do Paciente ____ - LUNA - MARINA.pdf
LUNA,"7,150",Fêmea,"13 anos, 6 meses, 28 dias
Pelagem",Lhasa apso,132 - 92 - 120 ,36 - 52 - 44 ,130 - 140 - 140 ,,95,,____ Evolução Clínica do Paciente ____ - LUNA - Mariza (2)-1.pdf
LUNA,"7,150",Fêmea,"13 anos, 6 meses, 29 dias
Pelagem",Lhasa apso,156 - 164 ,36 - 24 ,130 - 120 ,38.4 - 37.5 ,92,,____ Evolução Clínica do Paciente ____ - LUNA - Mariza (2)-2.pdf
LUNA,"7,150",Fêmea,"13 anos, 6 meses, 28 dias
Pelagem",Lhasa apso,124 - 112 ,28 - 32 ,130 - 150 -130 ,,94,,____ Evolução Clínica do Paciente ____ - LUNA - Mariza (2).pdf
LUNA,"7,150",Fêmea,"13 anos, 6 meses, 29 dias
Pelagem",Lhasa apso,,,,,97,,____ Evolução Clínica do Paciente ____ - LUNA - Mariza (3).pdf
MAGALI,"10,100",Fêmea,"8 anos, 5 meses, 2 dias
Pelagem",Pug,112-112 ,40-36 ,120-120 ,,97,,____ Evolução Clínica do Paciente ____ - MAGALI - Solange (1).pdf
MAGALI,"10,100",Fêmea,"8 anos, 5 meses, 2 dias
Pelagem",Pug,104 - 104 - 112 ,20 - 20 - 28 ,120 - 130 - 120 ,,97,45,____ Evolução Clínica do Paciente ____ - MAGALI - Solange.pdf
MARLEY,"36,000",Macho,"12 anos, 11 meses, 4 dias
Pelagem",Golden retriever,100 - 88  ,,160 - 140 - 160 ,,,27,____ Evolução Clínica do Paciente ____ - MARLEY - MARCIA (1).pdf
MARLEY,"36,000",Macho,"12 anos, 11 meses, 4 dias
Pelagem",Golden retriever,130-92 ,,140-140 ,,99,,____ Evolução Clínica do Paciente ____ - MARLEY - MARCIA (2).pdf
MARLEY,"36,000",Macho,"12 anos, 11 meses, 3 dias
Pelagem",Golden retriever,136 - 140 ,,140 - 130  ,38.3 - 38.6 ,,,____ Evolução Clínica do Paciente ____ - MARLEY - MARCIA (3)-1.pdf
MARLEY,"36,800",Macho,"12 anos, 11 meses, 1 dia
Pelagem",Golden retriever,112 - 84 - 92  ,,140  ,,96,,____ Evolução Clínica do Paciente ____ - MARLEY - MARCIA (3).pdf
MARLEY,"37,200",Macho,"12 anos, 10 meses, 28 dias
Pelagem",Golden retriever,136 - 120 - 104 ,24 - 36 - 32,150 - 120 - 120,,,,____ Evolução Clínica do Paciente ____ - MARLEY - MARCIA-1.pdf
MARLEY,"37,200",Macho,"12 anos, 10 meses, 28 dias
Pelagem",Golden retriever,120 -140  132 ,36 - 36- 52  ,130 - 140 - 110 ,,,,____ Evolução Clínica do Paciente ____ - MARLEY - MARCIA-2.pdf
MARLEY,"36,800",Macho,"12 anos, 11 meses
Pelagem",Golden retriever,128 - 116 - 80 ,36 - 36 - 32 ,120 - 110 - 120  ,,97,35,____ Evolução Clínica do Paciente ____ - MARLEY - MARCIA-3.pdf
MARLEY,"36,800",Macho,"12 anos, 11 meses, 1 dia
Pelagem",Golden retriever,108 - 108 - 112  ,28 - 28 - 40 ,140 - 150 - 140  ,,96,29,____ Evolução Clínica do Paciente ____ - MARLEY - MARCIA-4.pdf
MARLEY,"36,000",Macho,"12 anos, 11 meses, 2 dias
Pelagem",Golden retriever,,,,,98,,____ Evolução Clínica do Paciente ____ - MARLEY - MARCIA-5.pdf
MARLEY,"36,000",Macho,"12 anos, 11 meses, 2 dias
Pelagem",Golden retriever,104 - 100 - 110 ,,130- 140 - 130 ,,,,____ Evolução Clínica do Paciente ____ - MARLEY - MARCIA-6.pdf
MARLEY,"36,000",Macho,"12 anos, 11 meses, 3 dias
Pelagem",Golden retriever,100 - 136 - 100  ,,160 - 150 -  ,,,,____ Evolução Clínica do Paciente ____ - MARLEY - MARCIA-7.pdf
MARLEY,"35,400",Macho,"12 anos, 11 meses, 5 dias
Pelagem",Golden retriever,108 - 116 - 92 ,68 - 48 - 44 ,140 - 150 - 140 ,,,23,____ Evolução Clínica do Paciente ____ - MARLEY - MARCIA-8.pdf
MARLEY,"37,200",Macho,"12 anos, 10 meses, 27 dias
Pelagem",Golden retriever,,,,,97,,____ Evolução Clínica do Paciente ____ - MARLEY - MARCIA.pdf
MARVIN,"18,100",Macho,"7 anos, 7 meses, 15 dias
Pelagem",Pastor de shetland,78,,130,,,,____ Evolução Clínica do Paciente ____ - MARVIN - DANIEL (1).pdf
MARVIN,"18,100",Macho,"7 anos, 7 meses, 15 dias
Pelagem",Pastor de shetland,164,28,120,,,,____ Evolução Clínica do Paciente ____ - MARVIN - DANIEL-1.pdf
MARVIN,"18,100",Macho,"7 anos, 7 meses, 16 dias
Pelagem",Pastor de shetland,104 ,44 ,160 ,,,,____ Evolução Clínica do Paciente ____ - MARVIN - DANIEL-2.pdf
MARVIN,"18,100",Macho,"7 anos, 7 meses, 16 dias
Pelagem",Pastor de shetland,108 ,36 ,170  ,,,,____ Evolução Clínica do Paciente ____ - MARVIN - DANIEL-3.pdf
MARVIN,"18,100",Macho,"7 anos, 7 meses, 15 dias
Pelagem",Pastor de shetland,108,32,140,,,,____ Evolução Clínica do Paciente ____ - MARVIN - DANIEL.pdf
MASSU,"23,950",Macho,"15 anos, 10 meses, 18 dias
Pelagem",SEM RAÇA DEFINIDA,116 - 108 ,40 - 40 ,,,,,____ Evolução Clínica do Paciente ____ - MASSU - Ligya-1.pdf
MASSU,"23,950",Macho,"15 anos, 10 meses, 18 dias
Pelagem",SEM RAÇA DEFINIDA,126 - 108 ,40 - 44 ,130 - 120 ,,,,____ Evolução Clínica do Paciente ____ - MASSU - Ligya.pdf
MATE,"8,000",Macho,"13 anos, 5 meses, 10 dias
Pelagem",Dachshund pelo curto,80 - 84 ,24 - 20 ,170 - 160 - 160 ,36.8 - 36.9,,,____ Evolução Clínica do Paciente ____ - MATE - DANIELLE (2).pdf
MATE,"8,100",Macho,"13 anos, 5 meses, 8 dias
Pelagem",Dachshund pelo curto,,,,,95,23,____ Evolução Clínica do Paciente ____ - MATE - DANIELLE-1.pdf
MATE,"7,850",Macho,"13 anos, 5 meses, 9 dias
Pelagem",Dachshund pelo curto,112 - 112 ,24 - 24 ,120 - 100 ,,,,____ Evolução Clínica do Paciente ____ - MATE - DANIELLE-2.pdf
MATE,"8,000",Macho,"13 anos, 5 meses, 9 dias
Pelagem",Dachshund pelo curto,116 - 80 - 152 ,32 - 36 - 20 ,,,,,____ Evolução Clínica do Paciente ____ - MATE - DANIELLE-3.pdf
MATE,"8,100",Macho,"13 anos, 5 meses, 7 dias
Pelagem",Dachshund pelo curto,116 - 104 ,28 - 28 ,110 - 110 ,36.5 - 37.2,94,,____ Evolução Clínica do Paciente ____ - MATE - DANIELLE.pdf
MATTE,"31,200",Macho,"9 anos, 7 meses, 6 dias
Pelagem",Golden retriever,,,,,,22,____ Evolução Clínica do Paciente ____ - MATTE - RAPHAEL (1).pdf
MATTE,"31,200",Macho,"9 anos, 7 meses, 6 dias
Pelagem",Golden retriever,128 ,32 ,140 ,,,,____ Evolução Clínica do Paciente ____ - MATTE - RAPHAEL-1.pdf
